"ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"logFC"	"P.Value"	"adj.P.Val"	"GSM11625"	"GSM11757"	"GSM11758"	"GSM11759"	"GSM11760"	"GSM11761"	"GSM11762"	"GSM11763"	"GSM11764"	"GSM11765"	"GSM11766"	"GSM11767"	"GSM11768"	"GSM11769"	"GSM11770"	"GSM11771"	"GSM11772"	"GSM11773"	"GSM11774"	"GSM11775"	"GSM11776"	"GSM11777"	"GSM11778"	"GSM11779"	"GSM68108"	"GSM68109"
"3469"	"U22377_at"	"6018"	"RLF"	"RLF zinc finger"	0.513830084025227	0.486805642571211	0.795056299235392	97.74	85.2	121.11	38.94	163.55	146.07	92.35	99.71	150.73	72.59	50.27	20	438.55	414.44	277.76	43.01	41.61	78.79	129.34	20	322.38	226.84	279.26	113.51	129.3409522	129.3409522
"3470"	"U22398_at"	"1028"	"CDKN1C"	"cyclin dependent kinase inhibitor 1C"	-0.818814343179683	0.323249504954853	0.695030555239599	112.96	131.98	95.03	168.77	62.71	264.91	139.91	57.49	112	53.07	279.25	92.68	20	223.16	45.86	176.2	359.6	132.17	20	20	98.03	28.05	123.26	20	20	20
"3471"	"U22431_s_at"	"3091"	"HIF1A"	"hypoxia inducible factor 1 subunit alpha"	0.933450501220689	0.296181785151309	0.672959190685137	105.75	20	106.81	60.85	212.79	101.5	66.85	103.3	56.52	117.65	147.83	20	24.34	30.28	169.46	217.3	532.04	384.78	20	164.49	114.24	102.44	20	339.71	20	20
"3472"	"U22526_at"	"4047"	"LSS"	"lanosterol synthase"	0.0972778188167904	0.921764656921414	0.999999999999999	20	20	20	322.95	259.66	358.99	166.1	153.61	189.46	20	20	77.68	20	20	20	20	108.11	20	20	273.28	39.51	20	98.89	142.89	20	20
"3473"	"U22662_at"	"10062"	"NR1H3"	"nuclear receptor subfamily 1 group H member 3"	1.91971251952134	0.027106334355289	0.284391683889092	20	20	58.03	20	110.68	20	20	20	20	162.71	20	20	173.41	859.17	50.96	60.75	67.23	108.66	119.82	20	20	193.91	146.24	31.55	119.8239414	119.8239414
"3474"	"U22815_at"	"8500"	"PPFIA1"	"PTPRF interacting protein alpha 1"	0.350045668093244	0.457064004938904	0.77440887452483	20	20	20	20	20	22.28	20	20	42.91	100.13	45.29	20	20	20	73.9	20	20	20	48.06	20	20	110.98	20	20	48.06261006	48.06261006
"3475"	"U22816_at"	"8500"	"PPFIA1"	"PTPRF interacting protein alpha 1"	0.61233225755807	0.284990599569532	0.662633454700094	20	20	20	20	20	34.66	32.39	20	20	89.62	51.76	117.32	20	154.62	115.94	20	20.35	20	20	20	20	29.27	50.83	30.04	20	20
"3476"	"U22897_at"	"10241"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"	0.268492845871844	0.583226022910784	0.862609905365022	309.24	125.3	199.32	351.35	364.18	230.25	260.53	250.63	278.43	145.19	119.96	273.76	355.46	365.03	277.76	279.83	691.77	312.17	192.31	58.82	52.57	306.12	267.42	356.4	192.3186625	192.3186625
"3477"	"U22961_s_at"	"213"	"ALB"	"albumin"	0.714389717522728	0.216894040798359	0.596791634402216	20	20	78.21	20	20	20	70.3	35.03	50.24	20	63.71	32.14	171.99	87.67	80.27	20	27.43	20	41.07	87	106.63	60.98	26.46	20	41.07835214	41.07835214
"3478"	"U22963_at"	"3140"	"MR1"	"major histocompatibility complex, class I-related"	-0.0842966345714649	0.717385731972497	0.935531172544708	170.64	265.08	190.91	222.33	135.98	310.71	185.4	179.66	250.17	362.98	278.75	220.19	199.51	247.07	189.84	242.87	168.62	168.55	235.59	220.39	116.38	263.43	376.76	206.16	235.5971838	235.5971838
"3479"	"U22970_rna1_s_at"	"2537"	"IFI6"	"interferon alpha inducible protein 6"	0.789626607045498	0.258757120231781	0.642272137718171	20	20	20	20	20	75.51	20	20	20	20	20	20	20	20	20	20	158.45	347.92	20	20	152.26	20	20	20	20	20
"3480"	"U23028_at"	"8893"	"EIF2B5"	"eukaryotic translation initiation factor 2B subunit epsilon"	1.36225746475043	0.000678373975039572	0.0788359526074676	111.35	39.53	114.38	81.14	210.31	116.36	113.72	144.63	114.09	157.21	157.29	178.4	414.91	159.4	210.23	89.72	211.32	194.29	227.37	267.25	421.91	268.31	201.96	224.52	227.3763967	227.3763967
"3481"	"U23070_at"	"25805"	"BAMBI"	"BMP and activin membrane bound inhibitor"	-1.60884711969693	0.124039061742906	0.487424007037394	205.89	294.59	170.73	263.71	20	464.22	419.74	348.55	318.21	195.26	147.83	193.93	20	294.89	34.4	108.35	122.29	42.73	730.55	44.46	23.97	147.57	20	20	730.5584951	730.5584951
"3482"	"U23143_at"	"6472"	"SHMT2"	"serine hydroxymethyltransferase 2"	0.711251264707195	0.386372733944067	0.723525810928609	149.01	59.58	109.33	237.75	202.4	299.57	230.89	165.29	212.48	48.56	163.76	270.01	78.5	173.74	173.28	208.87	2146.91	342.99	377.04	20	249.64	30.49	151.81	87.8	377.0475943	377.0475943
"3483"	"U23430_s_at"	"886"	"CCKAR"	"cholecystokinin A receptor"	1.81356531281108	0.0792831454145223	0.403599882658945	20	236.68	20	20	96.94	59.42	28.25	22.45	20.93	20	20	20	657.65	20.72	197.49	93.86	275.47	509.96	158.38	20	113.08	369.54	20	189.8	158.3865963	158.3865963
"3484"	"U23435_s_at"	"10152"	"ABI2"	"abl interactor 2"	-0.573827729461695	0.347791785576309	0.708084890492594	80.91	46.22	73.17	139.56	20	49.51	20	67.37	20	91.12	108.51	20	140.42	20	50.96	31.33	66.14	71.17	67.66	111.92	57.53	112.2	253.49	90.97	67.6679934	67.6679934
"3485"	"U23736_s_at"	"7799"	"PRDM2"	"PR/SET domain 2"	0.0680129502472084	0.433272383756637	0.761961778330638	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30.57	20	20	20	20	20	20	20	20	20	20	20
"3486"	"U23752_at"	"6664"	"SOX11"	"SRY-box transcription factor 11"	0.340301525673193	0.46840343877955	0.780929439677383	20	20	20	20	20	20	20	52.1	20	95.62	20	20	20	20	20	20	20	44.32	75.41	20	20	20	20	20	75.41122441	75.41122441
"3487"	"U23803_at"	"10949"	"HNRNPA0"	"heterogeneous nuclear ribonucleoprotein A0"	0.586435639010328	0.614314348552124	0.881018494211209	20	113.04	159.79	272.64	100.62	684.57	268.11	600.98	175.85	709.95	474.87	20	20	879.9	484.17	349.15	97.03	235.76	20	273.78	372.14	540.29	654.63	227.03	20	20
"3488"	"U23850_s_at"	"3708"	"ITPR1"	"inositol 1,4,5-trisphosphate receptor type 1"	-3.39891904991514	0.00053139885952084	0.0672694020561292	142.6	590.86	218.67	381.37	20	20	79.95	205.71	257.49	232.31	409.17	324.12	20	66.94	103.2	20	20	20	20	20	20	193.91	115.6	20	20	20
"3489"	"U23852_s_at"	"3932"	"LCK"	"LCK proto-oncogene, Src family tyrosine kinase"	-1.3735092164822	0.0596875995533764	0.366977791182901	173.84	407.09	194.28	207.72	30.29	320.62	182.64	207.51	224	558.74	130.91	225.54	20	280.54	290.5	22.91	93.21	93.89	127.59	283.68	45.29	234.16	294.58	61.59	127.5927558	127.5927558
"3490"	"U23942_at"	"1595"	"CYP51A1"	"cytochrome P450 family 51 subfamily A member 1"	-0.425562024489268	0.486358458522078	0.794789099230754	128.18	20	47.09	79.52	20	32.18	90.28	21.56	62.8	65.08	69.19	20	56.8	55.79	45.86	74.5	58.51	20	20	71.17	39.67	210.99	27.16	111.17	20	20
"3491"	"U23946_at"	"10181"	"RBM5"	"RNA binding motif protein 5"	-1.1289358486499	0.133487884747121	0.503616612545151	592.04	322.44	164	498.22	485.24	498.88	425.25	367.41	276.34	702.44	731.23	440.38	183.81	564.28	262.47	62.23	353.6	39.55	326.75	20	207.64	687.86	1492.42	146.4	326.7507039	326.7507039
"3492"	"U24056_s_at"	"3761"	"KCNJ4"	"potassium inwardly rectifying channel subfamily J member 4"	-0.909292130806931	0.225540271931553	0.60769858902424	243.54	520.69	405.38	362.71	186.47	429.56	241.92	235.36	306.69	695.43	291.69	422.7	441.02	580.22	518.57	133.18	140.28	34.47	289.41	95.81	22.15	451.25	896.98	125.36	289.4160504	289.4160504
"3493"	"U24105_at"	"1314"	"COPA"	"COPI coat complex subunit alpha"	-0.871515375252331	0.042152575883076	0.327992941666288	1882.69	2078.33	1415.48	2141.37	1033.25	2220.83	1346.76	1940.4	1952.17	2734.66	3338.08	2108.15	652.36	1901.66	2092.14	555.66	1026.3	525.22	2141.04	660.79	873.41	1140.34	2511.29	738.35	2141.046011	2141.046011
"3494"	"U24152_at"	"5058"	"PAK1"	"p21 (RAC1) activated kinase 1"	-0.478339195983372	0.0970355643621318	0.443796848879453	375.73	464.45	311.18	305.09	362.44	375.09	294.99	353.04	411.37	836.62	542.07	518.06	481.77	237.5	261.19	177.24	151.72	254.19	260.62	258.17	373.63	353.68	397.65	563.07	260.62624	260.62624
"3495"	"U24153_at"	"5062"	"PAK2"	"p21 (RAC1) activated kinase 2"	1.12325155378426	0.25185756685021	0.636365265474202	20	20	63.07	20	20	27.23	20	70.07	203.06	270.86	20	20	339.23	258.23	129.96	20	24.34	22.71	20	148.87	32.4	365.88	181.76	20	20	20
"3496"	"U24166_at"	"22919"	"MAPRE1"	"microtubule associated protein RP/EB family member 1"	0.181854964481014	0.608691498872735	0.877392036500369	604.86	173.19	588.73	718.12	600.66	521.16	514.85	488.69	704.45	434.08	630.68	241.62	758.2	357.06	852.4	491.51	653.79	563.82	298.13	373.71	614.02	745.18	569.67	631.34	298.139977	298.139977
"3497"	"U24169_at"	"7965"	"AIMP2"	"aminoacyl tRNA synthetase complex interacting multifunctional protein 2"	2.58407471377546	0.00650465992756438	0.181168931066869	20	20	20	20	20	20	283.96	20	85.83	20	136.88	20	241.32	20	48.41	519.89	249.48	373.18	89.82	252.58	163.83	20	20	65.1	89.8231852	89.8231852
"3498"	"U24183_s_at"	"5213"	"PFKM"	"phosphofructokinase, muscle"	-1.85977876480491	0.0449848242320843	0.333226143136098	350.9	625.95	391.08	315.64	57.94	252.53	549.32	444.67	320.3	1014.85	652.08	453.77	20	439.95	475.25	112.19	227.86	180.95	121.75	20	20	220.75	718.7	127.53	121.7512214	121.7512214
"3499"	"U24186_at"	"29935"	"RPA4"	"replication protein A4"	0.321984026037781	0.653520679121641	0.905412427438294	60.88	20	59.71	38.94	20	97.79	77.19	61.98	74.31	137.68	68.19	118.93	167.76	105.2	271.39	43.6	21.26	20	20	68.99	29.26	118.3	238.17	39.73	20	20
"3500"	"U24266_at"	"8659"	"ALDH4A1"	"aldehyde dehydrogenase 4 family member A1"	-0.210791086086227	0.767282135712436	0.958629372588202	177.05	20	217.83	108.73	82.81	102.74	163.34	73.66	71.17	20	101.54	20	61.39	221.56	173.28	51.14	55.42	115.18	40.9	69.35	353.13	246.36	159.48	133.54	40.90779639	40.90779639
"3501"	"U24389_s_at"	"4016"	"LOXL1"	"lysyl oxidase like 1"	0.354210479459214	0.560242191979024	0.848176712200312	60.88	731.76	250.63	630.48	395.63	394.89	233.65	359.33	384.15	815.09	399.71	327.87	318.41	1262.46	754.29	169.99	142.46	151.24	616.49	482.94	285.18	390.27	1435.32	408.32	616.499338	616.499338
"3502"	"U24488_s_at"	"7146"	"TNXA"	"tenascin XA (pseudogene)"	-6.60190902600061	1.11131694649589e-05	0.0157562516674187	1587.87	4934.09	1645.93	2737.78	20	48.27	1115.18	862.4	1042.55	1312.75	310.61	267.87	20	20	20	154.18	20	20	20	20	20	20	20	20	20	20
"3503"	"U24576_at"	"8543"	"LMO4"	"LIM domain only 4"	0.500065376713147	0.60136808287017	0.871977569946131	115.36	20	59.71	68.16	110.91	21.04	102.69	59.29	41.86	21.52	79.64	20	20	304.45	113.39	20	809.88	34.31	113.52	22.87	82.49	213.43	316.87	590.11	113.5219065	113.5219065
"3504"	"U24577_at"	"7941"	"PLA2G7"	"phospholipase A2 group VII"	0.336856667199718	0.162390763482011	0.541846034675289	20	20	20	20	61.67	20	20	20	20	20	20	20	39.16	27.09	20	20	20	20	20	20	20	20	20	36.89	20	20
"3505"	"U24683_at"	"3500"	"IGHG1"	"immunoglobulin heavy constant gamma 1 (G1m marker)"	0.180665253284743	0.846383445262277	0.992815843701243	20	274.54	20	28.4	43.14	56.94	68.23	20	145.49	330.44	149.83	297.87	20	20	20	257.06	20	20	181.52	195.86	134.41	20	20	98.65	181.5224836	181.5224836
"3506"	"U24685_at"	"3492"	"IGH"	"immunoglobulin heavy locus"	-0.789826743675339	0.418802968987193	0.750099607668067	40.05	258.95	153.07	197.99	136.21	238.91	20	233.56	103.62	385.01	60.23	167.15	20	446.32	279.03	82.19	111.38	76.73	20	20	275.59	524.43	256.28	52.25	20	20
"3507"	"U24704_at"	"5710"	"PSMD4"	"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"	1.35831429096053	0.166374945618971	0.544956261736218	192.27	100.24	167.36	160.66	258.48	20	312.22	172.48	53.38	20	156.79	296.8	448.07	455.89	605.21	866.24	941.08	1218.84	305.43	20	156.56	400.03	360.04	1058.86	305.439763	305.439763
"3508"	"U25029_at"	"2908"	"NR3C1"	"nuclear receptor subfamily 3 group C member 1"	0.223016780761498	0.669025499275884	0.910792474725527	25.63	20	20	30.83	20	20	20	20	20	56.57	59.23	20	37.92	44.63	25.48	20	31.43	20	43.91	20	20	20	272.99	20	43.91810536	43.91810536
"3509"	"U25034_s_at"	"4826"	"NNAT"	"neuronatin"	-0.442367262237564	0.354522578889804	0.708084890492594	360.51	533.5	300.25	439.79	77.49	974.24	651.32	589.3	608.15	652.87	255.35	216.97	268.67	484.58	346.56	469.78	405.76	163.15	373.01	401.96	141.84	489.06	526.49	200.48	373.0139508	373.0139508
"3510"	"U25041_at"	"1468"	"MRPL12"	"solute carrier family 25 member 10"	0.0704587286138931	0.783431351456116	0.966036676025815	20	20	20	20	20	20	20	20	20	20	20	80.89	31.04	20	20	20	20	20	20	20	20	20	20	20	20	20
"3511"	"U25128_at"	"5746"	"PTH2R"	"parathyroid hormone 2 receptor"	0.08325248485668	0.873838851297269	0.999999999999999	20	58.47	71.48	35.7	20	68.08	68.92	105.1	66.99	39.55	75.66	96.96	323	68.54	58.61	20	37.79	29.54	53.69	20	86.46	67.07	48.74	117.02	53.69094978	53.69094978
"3512"	"U25138_at"	"3779"	"KCNMB1"	"potassium calcium-activated channel subfamily M regulatory beta subunit 1"	-3.48138131264174	0.0528047501503634	0.352917644966748	2379.4	3458.31	1938.61	2428.62	657.16	876.45	3528.19	3276.23	3079.52	2896.37	4132.53	4117.2	68.62	20	3219.76	883.54	1593.6	846.77	20	20	582.27	4484.53	20	246.39	20	20
"3513"	"U25165_at"	"8087"	"FXR1"	"FMR1 autosomal homolog 1"	-0.412990179768252	0.443202115685872	0.765448053113175	212.3	196.58	166.52	217.46	131.02	323.09	341.17	335.97	178.99	111.14	133.4	75.54	395.33	165.77	212.78	255.43	142.82	143.14	179.48	20	361.07	470.77	245.13	244.55	179.4843424	179.4843424
"3514"	"U25182_at"	"10549"	"PRDX4"	"peroxiredoxin 4"	0.790469397927311	0.179601819024065	0.557441898012959	478.28	139.78	255.67	206.1	383.57	205.49	137.84	129.36	119.32	128.67	230.96	235.19	1060.21	229.53	136.33	647.32	1104.43	273.09	534.32	315.54	586.41	212.21	116.99	783.25	534.3255782	534.3255782
"3515"	"U25265_at"	"5607"	"MAP2K5"	"mitogen-activated protein kinase kinase 5"	1.7515346687523	0.0741152967812655	0.397382393393683	43.26	20	20	92.5	40.89	24.75	23.43	20	20	20	97.06	132.32	479.3	157.8	177.1	20	144.09	25.41	120.55	1048.68	300.56	167.08	251.4	89.31	120.5573312	120.5573312
"3516"	"U25433_at"	"856"	"CATR1"	"CATR tumorigenicity conversion 1"	-0.14404689084561	0.775239648901864	0.961775842144348	20	20	27.75	27.58	20	128.74	20	69.17	45.01	116.65	20	125.9	20	35.06	20	20	20	20	20	20	32.89	20	20	20	20	20
"3517"	"U25435_at"	"10664"	"CTCF"	"CCCTC-binding factor"	-0.0421305016705462	0.955692461497815	0.999999999999999	186.66	20	235.49	220.71	164	227.77	153.01	210.21	173.75	20	158.29	200.9	20	240.69	128.68	224.54	262.57	202.55	140.81	20	122.17	145.13	357.95	194.31	140.8108264	140.8108264
"3518"	"U25750_at"	"113277"	"TMEM106A"	"transmembrane protein 106A"	-0.35464308628022	0.533566593204716	0.829667378641859	207.49	418.78	153.91	362.71	59.37	386.23	232.96	358.43	260.63	426.57	222.5	274.3	169.17	396.91	489.27	218.92	184.25	222.25	288.91	134.53	159.53	511.01	594.04	32.88	288.912911	288.912911
"3519"	"U25771_at"	"379"	"ARL4D"	"ADP ribosylation factor like GTPase 4D"	-0.655683332936091	0.322150720958781	0.693539622133407	153.82	353.62	150.54	21.9	138.53	136.17	102.69	138.34	20	20	148.33	120	28.4	65.35	108.3	63.26	86.85	52.26	52.32	148.87	117.38	109.76	211.01	150.9	52.32650378	52.32650378
"3520"	"U25789_at"	"6144"	"RPL21"	"ribosomal protein L21"	-1.01858227445674	0.115878365934578	0.474833373474116	4480.01	1423.42	4196.83	2775.1	1412.09	2358.24	2252.41	2136.24	1887.28	534.21	2262.39	1250.42	1877.17	863.96	2464.19	1781.86	3462.86	2431.8	2732.18	121.74	1839.25	989.1	4195.92	2423.39	2732.18371	2732.18371
"3521"	"U25801_at"	"55697"	"VAC14"	"VAC14 component of PIKFYVE complex"	1.38150806897694	0.157557398362103	0.537499709811814	20	20	47.93	20	235.58	20	20	21.56	20	20	20	20	20	769.91	253.55	20	20	67.04	20	41.03	95.72	314.66	242.35	56.25	20	20
"3522"	"U25826_at"	"6941"	"TCF19"	"transcription factor 19"	-8.88178419700125e-16	0.999999999999986	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.2	20	20
"3523"	"U25849_at"	"52"	"ACP1"	"acid phosphatase 1"	-1.15280427883722	0.181163442054239	0.559904027127357	350.9	165.39	69.8	180.13	20	169.59	422.5	158.1	150.73	31.04	331.02	381.98	20	191.28	187.29	45.67	238.04	75.93	278.5	20	102.33	20	348.2	156.58	278.5090103	278.5090103
"3524"	"U25956_at"	"6404"	"SELPLG"	"selectin P ligand"	0.950710544226131	0.273376703389393	0.649203781854416	20	58.47	20	20	88.54	20	27.56	20	20	20	46.29	20.89	61.56	20	20	40.65	164.63	20	20	369.11	137.22	20	20	597.12	20	20
"3525"	"U25975_at"	"5062"	"PAK2"	"p21 (RAC1) activated kinase 2"	-1.64168925278587	0.0333313672618016	0.297725342041543	108.15	238.35	120.26	142.81	20	116.36	79.95	157.2	87.92	584.78	103.03	303.23	170.58	108.39	174.55	21.58	20.71	38.76	45.34	20	163.34	20	227.72	65.1	45.34224586	45.34224586
"3526"	"U25988_at"	"5680"	"PSG11"	"pregnancy specific beta-1-glycoprotein 11"	-2.29802014968687	0.00707202062336795	0.189183223392662	1213.73	3847.03	1539.11	1392.42	429.68	1164.88	873.26	768.97	1121.06	2993	1386.8	1225.78	159.12	1002.64	1109.78	490.03	880.02	422.43	381.89	20	322.71	946.42	256.28	382.28	381.8913775	381.8913775
"3527"	"U25997_at"	"6781"	"STC1"	"stanniocalcin 1"	0.261578162427936	0.46469463396335	0.778959626428514	20	20	20	20	20	20	20	20	62.8	20	73.17	20	20	20	20	30.59	66.86	20	20	20	20	20	20	20	20	20
"3528"	"U26032_at"	"1965"	"EIF2S1"	"eukaryotic translation initiation factor 2 subunit alpha"	0.0607884417747293	0.922181213740271	0.999999999999999	93.73	20	85.78	77.89	37.5	47.04	39.28	77.25	42.91	20	31.35	20	112.9	20	45.86	132.74	159.17	64.65	20	128.54	141.02	79.27	46.66	89.81	20	20
"3529"	"U26173_s_at"	"4783"	"NFIL3"	"nuclear factor, interleukin 3 regulated"	-2.25271197650561	0.00191488791829283	0.119851091753598	192.27	569.14	338.94	152.54	20	191.87	213.66	118.58	66.99	592.79	359.89	188.04	39.86	20	126.14	20	131.19	114.22	107.22	107.11	115.56	43.9	260.46	76.28	107.2283994	107.2283994
"3530"	"U26174_at"	"3003"	"GZMK"	"granzyme K"	0.514630150058768	0.415505472520285	0.747024675297058	20	90.21	20	22.72	20	71.79	20	20	39.77	23.53	20	48.75	176.93	46.22	157.99	23.5	47.78	20	20	43.2	20	100	64.76	75.95	20	20
"3531"	"U26266_s_at"	"1725"	"DHPS"	"deoxyhypusine synthase"	1.69635221144228	0.0790159200550568	0.403599882658945	53.67	218.85	249.79	20	648.34	20	175.75	20	20	363.48	217.03	20	318.59	339.52	308.34	188.62	115.2	146.15	271.18	638.17	271.13	284.17	20	189.47	271.1836409	271.1836409
"3532"	"U26312_s_at"	"11335"	"CBX3"	"chromobox 3"	-0.650307778637536	0.256770738391275	0.640549065899963	132.99	25.61	128.68	132.26	20	152.26	107.52	132.05	96.3	127.67	85.61	118.93	99.49	31.88	20	66.22	99.21	83.88	59.83	121.28	27.11	43.9	37.6	171.6	59.83095674	59.83095674
"3533"	"U26398_at"	"3631"	"INPP4A"	"inositol polyphosphate-4-phosphatase type I A"	-1.22329686593088	0.0827677878471418	0.413245376708097	96.93	22.27	37.84	103.86	20	188.16	88.91	20	20	204.27	128.92	73.39	20	20	20	20	20	20	20	73.59	20	20	20	20	20	20
"3534"	"U26403_at"	"1946"	"EFNA5"	"ephrin A5"	1.11683863311565	0.159149959647175	0.538912033562138	28.04	20	31.11	29.21	90.84	20	20	20	20	496.16	20	20	56.45	20	20	105.84	20	71.8	109.15	216.41	42.48	20	20	20	109.1556793	109.1556793
"3535"	"U26424_at"	"6788"	"STK3"	"serine/threonine kinase 3"	1.04744948849892	0.102221042535262	0.454038202088017	91.33	20	164	76.27	293.79	91.6	82.7	88.03	68.03	135.18	124.44	20	460.25	38.25	178.38	103.92	170.8	260.38	159.37	36.56	164.66	90.25	104.46	103.49	159.3758196	159.3758196
"3536"	"U26591_at"	"3382"	"ICA1"	"islet cell autoantigen 1"	1.14554292329513	0.168358424065855	0.546721423821733	20	20	20	20	379.28	20	20	20	20	20	214.54	20	20	20	20	20	20	20	96.64	277.05	20	20	20	51.08	96.64541516	96.64541516
"3537"	"U26648_at"	"6811"	"STX5"	"syntaxin 5"	0.476475215852041	0.401503560193054	0.734518384053822	500.71	438.27	366.69	314.83	787.72	287.19	497.62	294.65	290.99	370.49	848.7	862.01	1803.78	634.42	261.19	644.51	487.71	393.67	140.62	1221.16	627.41	406.13	785.56	877.4	140.623215	140.623215
"3538"	"U26710_at"	"868"	"CBLB"	"Cbl proto-oncogene B"	-0.238354709944185	0.593063468194177	0.868283132182677	134.59	270.65	172.41	129.82	204.83	102.74	50.31	88.03	70.13	365.99	256.35	156.43	155.24	216.78	119.76	75.98	284.74	67.2	128.05	165.23	123	65.85	163.65	62.09	128.0532563	128.0532563
"3539"	"U26712_at"	"868"	"CBLB"	"Cbl proto-oncogene B"	-0.608702622874377	0.224096962111776	0.60575327842036	20	174.86	20	20	20	20	50.31	20	20	60.58	20	77.68	54.15	20	20	20	20	20	20	21.78	39.34	20	20	20	20	20
"3540"	"U26726_at"	"3291"	"HSD11B2"	"hydroxysteroid 11-beta dehydrogenase 2"	-2.30746285264499	0.0111741694368729	0.219374081116232	188.26	162.61	88.31	302.66	20	56.94	144.05	156.31	208.3	241.82	647.6	20	20	52.6	20	109.68	20	20	23.17	148.33	71.25	20	41.08	20	23.17852629	23.17852629
"3541"	"U26727_at"	"1029"	"CDKN2A"	"cyclin dependent kinase inhibitor 2A"	3.30586901270298	0.00612980015565093	0.177360416032144	50.47	20	20	20	336.59	20	36.52	20	20	20	141.86	258.22	526.58	28.69	1091.94	152.25	284.01	65.61	139.59	1690.67	662.62	1350.11	176.89	34.72	139.5998805	139.5998805
"3542"	"U26914_at"	"6239"	"RREB1"	"ras responsive element binding protein 1"	1.1368179627321	0.110226665381509	0.463744374658856	20	20	63.07	20	20	55.7	25.5	20	20	130.17	62.71	20	289.31	125.92	53.51	29.12	47.24	23.35	40.85	159.44	70.59	185.38	82.17	135.71	40.85662967	40.85662967
"3543"	"U27109_at"	"22915"	"MMRN1"	"multimerin 1"	0.397897704450211	0.428918822194894	0.757500132172299	20	20	28.59	20	20	20	40.66	20	20	33.04	20	20	149.77	68.54	20	20.84	20	20	20	20	83.32	20	52.92	60.26	20	20
"3544"	"U27185_at"	"5918"	"RARRES1"	"retinoic acid receptor responder 1"	0.567788338216514	0.310084869158836	0.685221832128113	20	41.21	20	20	136.27	20	20	20	33.49	31.04	20	63.21	20	20	20	20.84	20	20	61.84	160.06	20	20	33.42	20	61.84351458	61.84351458
"3545"	"U27193_at"	"1850"	"DUSP8"	"dual specificity phosphatase 8"	-0.0702484983784917	0.880632622190429	0.999999999999999	43.26	46.22	20	63.29	68.67	20	31.01	20	24.07	20	20	20	20	20	20	41.53	43.79	91.98	20	89.69	101.84	20	20	20	20	20
"3546"	"U27325_s_at"	"6915"	"TBXA2R"	"thromboxane A2 receptor"	0.65380857616902	0.350928186493324	0.708084890492594	326.06	443.84	174.09	550.96	722.99	54.46	252.94	144.63	247.03	798.56	73.67	292.51	864.22	1338.97	795.06	228.53	148.82	517.43	277.25	1203.73	725.78	933	777.9	242.05	277.2554255	277.2554255
"3547"	"U27326_s_at"	"2525"	"FUT3"	"fucosyltransferase 3 (Lewis blood group)"	-0.912478334699471	0.161973966183056	0.541770713542845	188.26	147.57	100.92	127.39	103.01	107.69	63.4	181.46	21.98	258.84	64.71	146.25	69.5	149.83	20	20	78.31	120.26	85.56	171.03	195.41	29.27	264.63	190.13	85.56781926	85.56781926
"3548"	"U27330_at"	"2527"	"FUT5"	"fucosyltransferase 5"	1.05229763371686	0.19916880543747	0.579247294659092	121.77	75.73	20	148.49	262.53	304.52	73.74	275.78	219.81	20	98.55	139.82	716.22	168.96	58.61	192.46	149.91	124.87	37.15	154.47	254.6	20	167.83	221.18	37.15556991	37.15556991
"3549"	"U27333_at"	"2528"	"FUT6"	"fucosyltransferase 6"	0.818548505626365	0.4109169052943	0.742377023673738	20	80.74	20	20	20	20	20	20	20	269.36	70.18	137.68	716.92	344.3	123.59	20	20	20	20	20	20	217.09	52.23	20	20	20
"3550"	"U27333_s_at"	"2525"	"FUT3"	"fucosyltransferase 3 (Lewis blood group)"	1.26024706682823	0.120805094208933	0.481989665877342	20	20	20	20	49.66	20	22.05	20	20	152.2	20	20	168.82	116.36	20	43.16	43.24	20	91.27	20	20	389.05	200.56	21.53	91.27290906	91.27290906
"3551"	"U27459_at"	"4999"	"ORC2"	"origin recognition complex subunit 2"	-0.246192921067705	0.687711535743828	0.919458963182497	58.48	40.65	35.32	43.81	34.09	95.32	20	73.66	43.96	173.73	27.37	20	20	151.43	115.94	22.17	41.24	20	29.14	20	20	86.59	85.65	20	29.1479775	29.1479775
"3552"	"U27460_at"	"7360"	"UGP2"	"UDP-glucose pyrophosphorylase 2"	-2.08600752127986	0.00418041154551188	0.152697342268269	264.37	413.21	390.24	411.39	20	190.64	160.59	44.01	229.23	297.39	344.95	287.69	20	119.55	132.51	209.76	180.98	304.23	170.58	20	101.01	110.98	150.42	135.71	170.5813323	170.5813323
"3553"	"U27516_s_at"	"5893"	"RAD52"	"RAD52 homolog, DNA repair protein"	-0.0189193531166962	0.974569695470217	0.999999999999999	20	69.05	20	54.36	49.48	20	20	48.51	20	108.64	83.62	20	29.1	20	20	20	85.58	20	20	177.84	20	20	39.69	20	20	20
"3554"	"U27655_at"	"5998"	"RGS3"	"regulator of G protein signaling 3"	1.87945723718522	0.0221530194256052	0.268173471871728	131.38	70.72	205.21	90.06	306.4	132.45	153.01	34.13	137.12	82.61	240.42	67.5	932.85	1095.09	276.48	162.75	409.03	228.13	224.81	1411.8	791.25	246.36	217.28	2151.28	224.8180605	224.8180605
